x1,x2,y1,y2
0.9540583703969198,-0.02552221394042936,1,0
0.12362343632713985,0.172873119176698,0,0
1.1931704443329552,0.12802595119581495,1,0
1.1472928670935225,-0.07062351663235172,1,0
0.8577250405296972,0.9849430469831566,0,1
-0.19187071181172222,-0.16580664108852272,0,0
1.1515248141956647,0.8415029326907302,0,1
-0.1973594690876963,-0.19078173891984873,0,0
-0.03500280515616097,-0.023123031909887043,0,0
1.0215699983994055,0.002881128598414051,1,0
1.0451928582597243,1.0141895691682528,0,1
-0.037088237042723404,1.177481618194384,1,0
-0.02933335908646867,-0.015611204295729986,0,0
-0.15350267246654853,0.07086904025733065,0,0
1.0934834288627564,0.002705867049694749,1,0
0.09030812165563884,1.1999562500535579,1,0
1.1620624037159457,-0.11332295208894104,1,0
1.1791788579237765,1.0862756443673813,0,1
0.03824649379265557,0.02992426411724511,0,0
0.0011062343433780042,0.18427644338389665,0,0
1.1217599116080263,1.1346128720839186,0,1
-0.08376953891724487,0.06449259237930077,0,0
-0.07833988130393998,-0.08443408749200146,0,0
-0.05070845687993364,1.01012916531592,1,0
0.9358056018572349,1.0793038475825376,0,1
-0.1132713117039914,1.0189191449402064,1,0
-0.026550864110597816,-0.1350123735378096,0,0
-0.168397268635221,-0.13740335379499657,0,0
0.047889726522351184,-0.178984870167846,0,0
0.03173921766810342,0.07628069700398898,0,0
0.06854342068330777,0.07968622035889272,0,0
0.8565551378009625,1.011316378133231,0,1
0.07230634052115659,-0.06155110795786367,0,0
-0.09995630952424613,0.1180258990707399,0,0
1.0540979906755783,-0.0016886333015039001,1,0
-0.1455441522603852,-0.11366137607642496,0,0
0.8381449060064157,0.16614446403518518,1,0
-0.10573419906415063,0.10180093531786655,0,0
0.1072915255194104,0.9711445693477108,1,0
0.028240807950754176,1.0505533096132784,1,0
-0.0707225394311212,0.800707128016761,1,0
-0.013791487039734818,1.1892370405688109,1,0
0.028738906115222423,-0.024494970043531683,0,0
0.9406835130971579,-0.07965956119035678,1,0
1.1402128351978282,1.102911048502098,0,1
0.019652611429682054,0.1849688167616435,0,0
-0.09056046049272336,0.8741371208915111,1,0
1.1848171781999417,-0.13131706089475625,1,0
0.06323095052591526,-0.15234985818384597,0,0
1.188048110223367,-0.15958069110366568,1,0
1.0130802020601055,1.0574427158425852,0,1
0.8962148894976826,-0.08739302119103476,1,0
0.9812338607036561,1.108433948639587,0,1
0.013233485475415918,-0.051531461415757346,0,0
0.15247088865775987,0.8300655944315509,1,0
0.11895449708322953,0.09237903911608303,0,0
0.9531822421540609,0.023354075003700764,1,0
0.08542386171879335,0.18634452707951887,0,0
1.1235300646604063,0.844022488068416,0,1
0.8065459212174109,0.14026203221485056,1,0
0.011451243680617507,0.09106705310344576,0,0
0.13550306319880367,1.0774768760103353,1,0
0.18499410457405963,0.8634298536439666,1,0
0.17656426471713466,0.9295483422955579,1,0
0.9195454895594035,0.18799926880475193,1,0
0.04668580607959666,0.1816430746987528,0,0
0.01140302760391973,-0.10427841066449584,0,0
-0.19899913888668574,1.0306894156486175,1,0
0.8684030577824436,0.1992851594687174,1,0
0.8390443323443623,0.0010627141632147674,1,0
1.1530186033702936,-0.10410766748043172,1,0
1.1941636141772094,0.12276525999883064,1,0
0.8991392235400382,0.1253158715887177,1,0
0.11952652781710227,1.0652992990327443,1,0
1.032588314540375,0.11124823124846583,1,0
-0.06040998361329719,-0.09467412216285026,0,0
1.0023185608230303,1.0649947987607005,0,1
-0.13865327429963936,0.142411756906553,0,0
0.9289252687955671,0.11053957343009119,1,0
1.1159597296441306,1.0624501175366263,0,1
-0.10362251421561736,1.0674547197941058,1,0
-0.03262743132977208,0.8225419876369725,1,0
1.1013181017100422,1.049232216885118,0,1
-0.1565960911795859,0.08229159413622955,0,0
0.8804895508233741,0.1393008191003035,1,0
-0.08893896163946913,0.04387986774793157,0,0
1.1680293853050427,1.1628039687206528,0,1
0.0024895580099072168,-0.08242396504028258,0,0
1.053818023108326,0.009486757148840563,1,0
0.09766732525184485,1.1904786213492515,1,0
0.8374213745262085,0.834470554152932,0,1
1.0488706551608502,0.15708053674489114,1,0
0.13188068404008813,1.1280579834487294,1,0
-0.17899462073720862,1.0157527156833488,1,0
-0.16639813948249293,0.840170513839769,1,0
0.09901540032209633,0.9799015508598271,1,0
-0.04775108291198754,-0.03554966221854966,0,0
0.8493226073838251,-0.06377171847436675,1,0
1.1083778157636908,0.01845938418661555,1,0
0.06728829990209528,1.0830023407577036,1,0
